id,area,page,feature,story,expected,evidence,test_via,status,error_found,fix_ref,notes
APP-033,Product app,/reconstruct,Capability gating and honest disabled states,"As a user, I want the Image-to-3D page to tell me truthfully whether reconstruction is enabled for my workspace and role so that I never upload into a dead end.","GET /api/proxy/reconstruct/capability on mount: while loading shows 'Checking Image-to-3D availability…'; fetch failure shows retryable ErrorState. available:false renders 'Image-to-3D is not enabled' with the backend message, an assurance that no image was sent anywhere, and a 'Verify CAD instead' button to capability.verify_path. available but can_submit:false renders 'read-only for your account' (analyst+ required) with a 'Review analyses' button. When requires_egress_acknowledgement, the uploader stays disabled until the third-party-transfer checkbox is ticked.","frontend/src/app/(app)/reconstruct/page.tsx L49-64, L154-252; frontend/src/app/(app)/reconstruct/reconstruction-capability.ts; frontend/src/lib/api.ts L687-694",UI+API,TESTED-PASS,,,"GET /api/proxy/reconstruct/capability 200 on mount; available:false (backend reconstruction backend 'none') renders 'Image-to-3D is not enabled' with the backend message, the assurance that no image was sent anywhere, and a 'Verify CAD instead' button. No console errors. Screenshot app-033-reconstruct.png"
APP-034,Product app,/reconstruct,Submit photos and poll the reconstruction job,"As an analyst, I want to upload up to 4 photos and watch the job run so that I get an estimated mesh with an idempotent, retry-safe submission.","ImageUploader accepts jpg/png/webp, max 4 files, 20 MB each. Submit POSTs /api/proxy/reconstruct (multipart images) with an Idempotency-Key reused for network-ambiguous retries of the same files and X-Reconstruction-Egress-Acknowledged when acknowledged; response {job_id, estimated_seconds} moves to a processing step that polls GET /jobs/{id} then GET /jobs/{id}/result. Terminal worker failure resets to upload with a toast and a fresh submission id on retry.","frontend/src/app/(app)/reconstruct/page.tsx L66-131, L256-267; frontend/src/lib/api.ts L658-721; frontend/src/app/(app)/reconstruct/reconstruction-attempt.ts; components/ImageUploader.tsx L13-16",UI+API,BLOCKED,,,"Reconstruction capability is disabled locally (/health reports reconstruction.available=false, backend 'none'); the uploader/submit step is unreachable behind the honest disabled state verified in APP-033."
APP-035,Product app,/reconstruct,Mesh preview with confidence and analysis hand-off,"As an analyst, I want the reconstructed mesh previewed with an honest confidence score so that I can judge it before using its DFM analysis.",Preview step renders the mesh from GET /api/proxy/reconstructions/{jobId}/mesh.stl with confidence percent/level and face count from the job result; a 'partial' terminal status shows an amber 'completed with limited output — review before using' banner plus a warning toast. 'Go to analysis' routes to /analyses/{analysisId} only when the job attached one; 'Start new reconstruction' resets the wizard.,"frontend/src/app/(app)/reconstruct/page.tsx L101-113, L269-299; frontend/src/lib/api.ts L723-725; frontend/src/app/(app)/reconstruct/reconstruction-result.ts",UI,BLOCKED,,,"Same as APP-034: no reconstruction job can be created locally, so the mesh preview/confidence/hand-off step is unreachable."
APP-036,Product app,/integrations,Offline CSV connector catalog and runs,"As an ops user, I want to run ERP/PLM/actual-cost CSVs through offline connectors so that imports are parsed and recorded without live credentials.","On load GET /api/proxy/integrations/connectors and GET /integrations/runs?limit=25 (failure toasts). Connector cards state source system/kind, raw-stored and live-creds flags. 'Run' (disabled without a file) POSTs multipart /integrations/runs {connector_id, mode: dry_run|import, file}; success prepends the run and toasts 'Dry-run recorded'/'Import recorded'. Recent-runs table shows status (passed/partial/failed with color), valid/total rows with flagged count, mode, SHA-256 prefix, completion time; empty state 'No connector runs yet.'","frontend/src/app/(app)/integrations/integrations-client.tsx L51-84, L112-266; frontend/src/lib/integrations-api.ts L51-86",UI+API,TESTED-PASS,,,"GET connectors + GET runs?limit=25 both 200 on load; connector cards show source system/kind, raw-stored and live-creds flags. Run disabled without a file. Dry-run of a 2-row SAP manifest CSV (columns from /api/proxy/manifest/import/template) POSTed multipart /api/proxy/integrations/runs 200, toasted 'Dry-run recorded', and prepended a row with status, 2/2 valid rows, dry_run mode, SHA-256 prefix and completion time. Screenshot app-036-integrations.png"
APP-037,Product app,/notifications,Durable notification inbox,"As a user, I want a durable inbox of workflow notifications so that I can open, read, and triage verification/governance events.","On load two GETs of /api/proxy/notifications?status=open&unread=false&dismissed={false,true}&limit=100 populate Inbox and Dismissed columns; load failure shows the error with 'Try again'; empty inbox says 'You're all caught up.' 'Mark all read' POSTs /notifications/read-all and stamps every row read. 'Open' POSTs /notifications/{id}/read then navigates to the mapped Verify destination (modified-clicks fire read in the background and let the browser navigate); a read failure still navigates.","frontend/src/app/(app)/notifications/notifications-client.tsx L47-160, L256-334; frontend/src/lib/verify/notifications-api.ts L98-156",UI+API,TESTED-PASS,,,"Generated real notifications via API (governance change request -> 'Governed change awaiting review', plus decision.created). Both GETs (dismissed=false/true) 200 populate Inbox/Dismissed; 'Mark all read' POSTed /notifications/read-all and stamped every row read; 'Open' POSTed /notifications/{id}/read then navigated to the mapped Verify destination (/verify?pane=calibration). Empty-inbox copy 'You're all caught up.' also observed pre-seed. Screenshot app-037-notifications-retest.png"
APP-038,Product app,/notifications,Dismiss and restore notifications,"As a user, I want to dismiss and later restore notifications so that my inbox stays clean without losing history.","Dismiss POSTs /notifications/{id}/dismiss and moves the row to the Dismissed column with its timestamp; Restore POSTs /notifications/{id}/restore and returns it to the inbox with its prior read state. Failures render a 'Nothing changed — <msg>' alert with a 'Reload inbox' action; copy states dismissal changes only the user's inbox, never audit records.","frontend/src/app/(app)/notifications/notifications-client.tsx L162-208, L336-394; frontend/src/lib/verify/notifications-api.ts L139-145",UI+API,TESTED-PASS,,,Dismiss POSTed /notifications/{id}/dismiss and moved the row to Dismissed with timestamp; Restore POSTed /notifications/{id}/restore and returned it to the inbox with its prior read state. Copy states dismissal changes only the user's inbox. No console errors. Screenshot app-038-dismiss-restore.png
APP-039,Product app,/rfq-packages,Build an RFQ package from cost decisions,"As a sourcing user, I want to select saved cost decisions and generate a supplier evidence bundle so that suppliers get governed artifacts.","On load GET /api/proxy/rfq-packages?limit=50 and GET /cost-decisions?limit=100 in parallel. The decision table flags stale/unapproved rows; selecting any risky decision shows an amber 'package will preserve those warnings' banner. 'Generate package (N)' (disabled with 0 selected) POSTs /rfq-packages {decision_ids, title, supplier_name, note, include_raw_cad} and prepends the package with a success toast; failures toast.","frontend/src/app/(app)/rfq-packages/rfq-packages-client.tsx L54-98, L123-228; frontend/src/lib/api.ts L1244-1279",UI+API,TESTED-PASS,,,Loads GET /rfq-packages?limit=50 and GET /cost-decisions?limit=100 in parallel (both 200). Generate disabled at 0 selected; selecting an unapproved decision showed the amber 'package will preserve those warnings' banner; POST /rfq-packages 200 created 'QA RFQ Package' from the saved cost decision (created earlier via POST /api/proxy/validate/cost with qa-box.stl) and prepended it with a success toast. Screenshot app-039-rfq-create.png
APP-040,Product app,/rfq-packages,Generated packages list with ZIP download,"As a sourcing user, I want my generated packages listed with warnings so that I can download the ZIP or inspect details.","Table shows title/supplier, approved/item counts, warnings count (green 'clear' or amber count), creation date; title click → /rfq-packages/{id}; 'ZIP' fetches GET /rfq-packages/{id}/download.zip as <title>-rfq.zip. Empty state 'No RFQ packages yet.'","frontend/src/app/(app)/rfq-packages/rfq-packages-client.tsx L100-109, L230-299; frontend/src/lib/api.ts L1523-1526",UI+API,TESTED-PASS,,,"Row shows title/supplier ('supplier not specified'), 0/1 approved, amber warnings count (2), creation date; empty state 'No RFQ packages yet.' verified before first package. ZIP button fetched GET /rfq-packages/{id}/download.zip 200 application/zip; archive verified valid via direct authenticated download (package_manifest.json, line-items.csv, supplier-brief.pdf, per-decision folders). Screenshot app-040-rfq-list.png"
APP-041,Product app,/rfq-packages/[id],RFQ package detail,"As a sourcing user, I want a package's stats, warnings and item flags so that I can vet the bundle before sending it.","GET /api/proxy/rfq-packages/{id} on mount ('Loading...' then 'RFQ package not found.' on failure, with Back). Renders stat cards (Approved x/y, Stale, Unvalidated, Raw CAD yes/no), a warnings card when warnings exist (code + message), and an items table with per-decision flags (stale/unvalidated/raw CAD or 'clear') and manifest match; decision names link to /cost-decisions/{id}; 'Download ZIP' fetches the bundle.",frontend/src/app/(app)/rfq-packages/[id]/page.tsx L31-168; frontend/src/lib/api.ts L1250-1255,UI+API,TESTED-PASS,,,"Title click -> /rfq-packages/{id}; GET detail 200; stat cards (Approved 0/1, Stale, Unvalidated, Raw CAD), warnings card with code+message for the unapproved decision, items table with per-decision flags and a link to /cost-decisions/{id}; Download ZIP fetched the bundle (200). Bogus id renders 'RFQ package not found.' with Back. Screenshots app-041-rfq-detail.png, app-041-rfq-notfound.png"
APP-042,Product app,/onboarding,Redirect to Verify welcome,"As a new user, I want /onboarding to take me to the Verify welcome flow so that legacy links keep working.",Server component immediately issues redirect('/verify?welcome=1'); no UI is rendered and no API is called.,frontend/src/app/(app)/onboarding/page.tsx L1-5,UI,TESTED-PASS,,,GET /onboarding returns 307 with Location http://localhost:3000/verify?welcome=1 (verified at HTTP level); browser lands on the Verify welcome flow (the verify client then consumes/strips the welcome param). No standalone UI rendered.
APP-043,Product app,/settings/developer,API key list and lifecycle,"As a developer, I want to create, rotate and revoke API keys so that I control programmatic access.","Server-side list via GET backend /api/v1/keys with the forwarded dash_session cookie; empty state offers 'Create key'. Create POSTs /api/proxy/keys {name:'Default'}, rotate POSTs /api/proxy/keys/{id}/rotate, revoke DELETEs /api/proxy/keys/{id}; buttons stay disabled until hydrated, toast success/error with the backend detail, and refresh the table. Revoked keys show a fail badge and lose their action buttons; key column shows only cv_live_<prefix>_… .",frontend/src/app/(app)/settings/developer/page.tsx L36-139; frontend/src/app/(app)/keys/actions.ts; frontend/src/components/developer/KeyMutationButton.tsx L63-100,UI+API,TESTED-PASS,,,Fresh account showed 'No API keys yet' with Create key. Create POST /api/proxy/keys 200 -> table row with masked cv_live_<prefix>_… and Active badge; Rotate POST /keys/{id}/rotate 200 revealed a NEW secret; Revoke DELETE /keys/{id} 200 -> 'Revoked' badge and action buttons removed. Success toasts observed; no console errors. Screenshot app-043-keys.png
